代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型1,類型2,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
7H19,野村全球金融收益基金─美元月配現(本基金並無保證收益及配息且配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,5.43,0.14,0.98,-0.21,-0.02,3.49億(),2018/8/21,1.61,3.9,3.63,4.79,3.8,13.69,11.55,-0.11
7H20,野村環球基金─美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.09,0.39,0.86,-0.08,-0.02,3.15億(),2017/5/9,2.1,7.85,6.26,12.41,19.65,46.7,52.96,57.73
7H21,野村全球品牌基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.5,0.08,1.12,0,0,0.99億(),2021/1/4,2.11,8.91,-0.55,2.27,4.48,24.04,35.81,
7H22,野村特別時機非投資等級債券基金-美累積(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,5.03,0.22,0.9,-0.09,-0.01,5.26億(),2021/6/9,1,3.01,3.13,4.34,4.99,15.14,15.61,
7H23,野村特別時機非投資等級債券基金-美配現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.04,0.22,0.9,-0.09,-0.01,8.27億(),2021/6/9,0.99,3.01,3.13,4.34,4.99,15.14,15.62,
7H24,野村全球基礎建設大未來基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,9.18,0.48,0.15,-0.08,-0.01,2.26億(),2022/3/3,2.45,6.97,14.77,18.24,17.33,36.18,25.21,
7H25,野村環球時機多重資產基金-美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,10.89,0.24,0.72,-0.56,-0.07,0.47億(),2023/1/11,1.55,4.69,5.56,8.34,10.38,18.78,,
7H26,野村環球時機多重資產基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,10.89,0.25,0.72,-0.56,-0.06,0.34億(),2023/1/11,1.55,4.7,5.59,8.37,10.43,18.84,,
7H27,野村策略轉機多重資產基金-美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,11.88,0.25,0.79,-0.4,-0.04,0.41億(),2023/6/16,2.51,7.24,6.09,9.2,11.23,14.32,,
7H28,野村策略轉機多重資產基金-美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,11.87,0.25,0.79,-0.4,-0.04,0.42億(),2023/6/16,2.51,7.24,6.11,9.21,11.26,14.35,,
7H29,野村全球科技多重資產基金美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,15.97,0.16,0.99,-0.18,-0.02,1.51億(),2024/7/10,5.66,12.12,3.1,3.35,9.33,,,
7H30,野村全球科技多重資產基金美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,15.97,0.16,0.99,-0.18,-0.02,1.06億(),2024/7/10,5.66,12.12,3.12,3.37,9.36,,,
7H31,野村全天候環球債券基金美元累積(本基金有一定比重得投資於非投資等級之高風險債券),保守型,美元,全球,國內,全球組合型債券型,全球組合型債券型,國內-全球組合型債券型,無,,,,-0.19,-0.02,1.16億(),2025/3/3,1.25,3.17,,3.27,,,,
7H32,野村全天候環球債券基金美元月配現(本基金有一定比重得投資於非投資等級之高風險債券且基金之配息來源可能為本金),保守型,美元,全球,國內,全球組合型債券型,全球組合型債券型,國內-全球組合型債券型,月配,,,,-0.19,-0.02,1.10億(),2025/3/3,1.24,3.17,,3.26,,,,
7I01,台新新興短期非投資等級債券基金N-美月現(本基金之配息來源可能為本金),穩健型,美元,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.7,0.34,0.22,0.01,0,1.43億(),2020/5/28,0.84,2.17,2.63,3.85,5.63,12.68,16.39,10.44
7I02,台新新興短期非投資等級債券基金N人幣月現(本基金之配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.66,0.32,-0.01,0.02,0,0.33億(),2020/5/28,0.78,1.55,1.35,1.91,4.27,8.77,13.43,10.44
7I03,台新北美收益資產證券化基金NB-美月配現(本基金之配息來源可能為本金),穩健型,美元,北美,國內,不動產證券化型,不動產證券化型,國內-不動產證券化型,月配,12.79,-0.11,0.94,-0.77,0,4.58億(),2020/9/28,-1.38,1.29,-3.32,-1.2,-4.26,0.38,-12.97,
7I04,台新中國政策趨勢基金N-美元累積,積極型,美元,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,24.21,0.11,0.73,0.22,0.01,0.02億(),2021/9/27,6.6,9.29,3.18,4.23,8.14,2.97,-28.37,
7I05,台新中國政策趨勢基金N-人民幣累積,積極型,人民幣,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,22.44,0.13,0.71,0.23,0.01,0.03億(),2021/9/27,6.8,8.71,2.73,2.66,9.31,2.61,-22.93,
7I06,台新ESG環保愛地球成長基金N-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.61,0.16,0.88,-0.69,-0.06,0.24億(),2021/8/4,1.14,6.3,6.24,9.56,8.11,14.64,3.49,
7I07,台新ESG環保愛地球成長基金N人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.22,0.2,0.73,-0.69,-0.06,0.13億(),2021/8/4,1.32,5.9,5.21,7.28,8.64,12.92,10.13,
7I08,台新ESG環保愛地球成長基金N-澳幣累積,穩健型,澳幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,10.12,0.24,0.62,0.08,0.01,0.06億(),2021/8/4,1.95,5.23,3.91,4.4,9.74,14.23,12.92,
7J05,匯豐中國A股匯聚基金-人民幣,積極型,人民幣,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,27.33,0.2,0.94,0.58,0.02,5.35億(),2015/3/18,7.25,9.21,4.82,5.55,18.61,5.26,0.76,13.71
7J11,匯豐ESG永續多元資產組合基金人民幣累積(本基金相當比重投資非投資等級高風險債券基金),穩健型,人民幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,9.46,0.24,0.61,-0.25,-0.03,0.33億(),2021/10/27,2.21,5.67,5.23,7.74,9.08,16.51,15.35,
7J12,匯豐ESG永續多元資產組合基金人民幣月配(本基金有相當比重投資於非投資等級之高風險債券基能為本金及收益平準金),穩健型,人民幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,9.46,0.24,0.61,-0.25,-0.02,0.30億(),2021/10/27,2.2,5.66,5.23,7.73,9.08,16.51,15.36,
7K01,富邦全球智能車基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,26.7,0.16,1.71,-1.86,-0.36,2.01億(),2018/11/29,4.28,11.55,1.12,4.91,13.96,30.81,26.72,45.52
7K02,富邦越南機會基金-美元累積,積極型,美元,越南,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,22.68,0.2,1.14,1.57,0.14,9.10億(),2022/1/21,11.6,23.16,15.6,14.14,15.6,16.65,10.78,
7L01,富邦全球智能車基金-N累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,23.25,0.09,1.37,-1.7,-0.32,0.04億(),2020/10/5,6.77,10.54,-7.42,-4,5.85,22.9,26.96,
7L02,富邦越南機會基金-N累積,積極型,台幣,越南,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,23.59,0.1,1.11,1.66,0.16,0.09億(),2022/1/21,14.25,21.79,5.73,4.38,7.24,9.52,10.88,
7M01,富邦全球智能車基金-N美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,26.69,0.16,1.71,-1.81,-0.35,0.29億(),2020/10/5,4.28,11.56,1.17,4.91,13.97,30.74,26.73,
7M02,富邦越南機會基金-N美元累積,積極型,美元,越南,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,22.58,0.2,1.14,1.57,0.14,0.16億(),2022/1/21,11.6,23.16,15.6,14.14,15.6,16.65,10.78,
7O01,匯豐ESG永續多元資產組合基金N台幣累積(本基金相當比重投資非投資等級高風險債券基金),穩健型,台幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,0,,0,0,0,0.00億(),2022/10/25,0,0,0,0,0,1.63,,
7O02,匯豐ESG永續多元資產組合基金N台幣月配(本基金有相當比重投資於非投資等級之高風險債券基能為本金及收益平準金),穩健型,台幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,8.55,0.11,0.53,-0.22,-0.02,0.01億(),2022/10/25,3.4,5.32,1.03,3.63,4.3,7.58,,
7O03,匯豐全球基礎建設收益基金-N累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,9.39,0.11,-0.01,0.08,0.01,0.15億(),2023/3/31,5.39,4.75,2.62,3.68,4.39,19.53,,
7O04,匯豐全球基礎建設收益基金-N月配現(本基金配息來源可能為本金及收益平準金),穩健型,台幣,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,9.35,0.1,-0.01,0.09,0.01,0.95億(),2023/3/31,5.35,4.67,2.62,3.69,4.29,19.54,,
7O05,匯豐超核心多重資產基金N累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,8.13,0.07,0.36,-0.15,-0.02,1.03億(),2024/6/11,4.45,4.79,-1.58,0.92,2.79,,,
7O06,匯豐超核心多重資產基金NM2月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),穩健型,台幣,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,8.13,0.06,0.36,-0.15,-0.01,7.34億(),2024/6/11,4.45,4.77,-1.61,0.89,2.75,,,
7P01,匯豐ESG永續多元資產組合基金N人幣累積(本基金相當比重投資非投資等級高風險債券基金),穩健型,人民幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,9.46,0.24,0.61,-0.25,-0.03,0.01億(),2022/10/25,2.21,5.67,5.23,7.74,9.09,16.52,,
7P02,匯豐ESG永續多元資產組合基金N人幣月配(本基金有相當比重投資於非投資等級之高風險債券基能為本金及收益平準金),穩健型,人民幣,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,9.4,0.09,0.61,-0.25,-0.02,0.00億(),2022/10/25,1.76,4.3,2.56,4.18,3.83,5.78,,
7P03,匯豐ESG永續多元資產組合基金N美元累積(本基金相當比重投資非投資等級高風險債券基金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,1.14,-0.02,0.01,0,0,0.00億(),2022/10/25,0,0,0,0,1.14,10.26,,
7P04,匯豐ESG永續多元資產組合基金N美元月配(本基金有相當比重投資於非投資等級之高風險債券基能為本金及收益平準金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,10.65,0.25,0.7,-0.26,-0.02,0.01億(),2022/10/25,2.25,6.26,6.43,9.47,10.42,20.38,,
7P05,匯豐全球基礎建設收益基金-N美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,8.67,0.36,0.3,0,0,0.28億(),2023/3/31,3.01,5.76,12.11,13.35,12.42,27.3,,
7P06,匯豐全球基礎建設收益基金-N美元月配現(本基金配息來源可能為本金及收益平準金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,8.67,0.36,0.29,0,0,0.79億(),2023/3/31,2.97,5.74,12.18,13.37,12.47,27.26,,
7P07,匯豐超核心多重資產基金N美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,10.5,0.26,0.68,-0.24,-0.03,0.76億(),2024/6/11,2.04,5.82,7.55,10.32,10.73,,,
7P08,匯豐超核心多重資產基金NM2美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,10.5,0.26,0.68,-0.24,-0.02,3.86億(),2024/6/11,2.03,5.82,7.55,10.31,10.7,,,
7X01,兆豐中國A股基金-美元,積極型,美元,中國,國內,跨國投資股票型區域型,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,23.82,0.21,0.79,0,0,10.35億(),2014/8/20,3.17,5.91,8.37,7.88,17.23,10.71,-2.58,-13.13
7Y03,匯豐中國A股匯聚基金-美元,積極型,美元,中國,國內,跨國投資股票型單一國家,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,28.46,0.19,0.96,0.56,0,6.40億(),2015/3/18,7.09,9.56,5.87,7.77,17.92,6.64,-5.48,9.93
7Y07,匯豐ESG永續多元資產組合基金美元累積(本基金相當比重投資非投資等級高風險債券基金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,無,10.64,0.25,0.7,-0.26,-0.03,1.50億(),2021/10/27,2.26,6.27,6.43,9.47,10.48,20.45,18.06,
7Y08,匯豐ESG永續多元資產組合基金美元月配(本基金有相當比重投資於非投資等級之高風險債券基能為本金及收益平準金),穩健型,美元,全球,國內,全球組合型平衡型,全球組合型平衡型,國內-全球組合型平衡型,月配,10.65,0.25,0.7,-0.26,-0.02,1.64億(),2021/10/27,2.25,6.26,6.43,9.46,10.41,20.38,17.92,
7Y09,匯豐全球基礎建設收益基金-美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,8.66,0.36,0.3,0,0,0.62億(),2023/3/31,3.01,5.85,12.11,13.35,12.42,27.3,,
7Y10,匯豐全球基礎建設收益基金-美元月配現(本基金配息來源可能為本金及收益平準金),穩健型,美元,全球,國內,跨國投資股票型全球市場,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,8.57,0.37,0.29,0,0,0.55億(),2023/3/31,2.97,5.84,12.18,13.37,12.47,27.26,,
7Y11,匯豐超核心多重資產基金美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,無,10.5,0.26,0.68,-0.24,-0.03,0.80億(),2024/6/11,2.04,5.82,7.55,10.32,10.73,,,
7Y12,匯豐超核心多重資產基金AM2美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金或收益平準金),穩健型,美元,全球,國內,多重資產型,多重資產型,國內-多重資產型,月配,10.49,0.26,0.68,-0.24,-0.02,1.39億(),2024/6/11,2.03,5.82,7.55,10.31,10.7,,,
7Z01,野村亞太複合非投資等級債券基金-人累積(本基金之配息來源可能為本金),穩健型,人民幣,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,7.67,-0.01,0.6,0.07,0.01,0.29億(),2014/10/7,3.3,-0.24,-1.71,-1.86,0.58,21.86,36.19,-1.09
7Z02,野村亞太複合非投資等級債券基金-人配現(本基金之配息來源可能為本金),穩健型,人民幣,亞太,國內,債券型非投資等級債券型,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,7.6,-0.01,0.61,0.06,0,1.44億(),2014/10/7,3.22,-0.22,-1.49,-1.66,0.82,22.05,36.5,-1
