代碼,標的名稱,風險等級,幣別,投資區域,國內外,類型,標的類型,配息方式,標準差％,夏普值,β係數,漲跌％,漲跌,基金規模,成立日期,一個月％,三個月％,六個月％,今年來％,一年％,二年％,三年％,五年％
7A09,復華亞太神龍科技基金－美元累積,積極型,美元,亞太,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,15.49,0.38,0.49,-1.66,-0.31,13.58億(),2018/1/31,-0.05,-1.98,3.04,1.27,22.62,54.08,0.66,50.91
7B01,台新北美收益資產證券化基金－Ａ美元累積,穩健型,美元,北美,國內,不動產證券化型,國內-不動產證券化型,無,13.13,0.12,0.88,0.29,0,5.06億(),2014/12/1,2.73,-2.4,-1.16,2.72,5.85,-2.01,-11.3,3.93
7B02,台新北美收益資產證券化基金－Ｂ美元月配現,穩健型,美元,北美,國內,不動產證券化型,國內-不動產證券化型,月配,13.17,0.12,0.88,0.3,0,6.33億(),2014/12/1,2.73,-2.4,-1.13,2.74,5.88,-2.03,-11.34,3.88
7B03,台新全球多元資產組合基金(美元累積)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,無,5.94,0.44,0.56,-0.48,-0.07,0.22億(),2016/6/20,1.59,2.63,4.48,3.13,10.68,24.75,9.88,18.66
7B04,台新全球多元資產組合基金(美元月配)(本基金得投資於非投資等級之高風險債券基金且配息來源可能為本金),穩健型,美元,全球,國內,全球組合型平衡型,國內-全球組合型平衡型,月配,5.94,0.44,0.56,-0.48,-0.05,0.56億(),2016/6/20,1.59,2.63,4.47,3.13,10.65,24.69,9.79,18.76
7B07,台新智慧生活基金─美元累積,穩健型,美元,美國,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,15.59,0.36,0.8,-0.93,-0.18,6.48億(),2017/11/27,-0.13,3.66,8,2.24,21.4,59.8,27.43,52.89
7B08,台新新興短期非投資等級債券基金Ａ－美累積,穩健型,美元,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,1.25,1.11,0.2,0.04,0,0.36億(),2020/5/28,1.08,1.39,2.8,1.33,6.21,11.15,8.02,
7B09,台新新興短期非投資等級債券基金Ｂ－美月現(本基金之配息來源可能為本金),穩健型,美元,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,1.27,1.11,0.2,0.04,0,0.35億(),2020/5/28,1.08,1.41,2.79,1.34,6.28,11.19,8.18,
7B10,台新新興短期非投資等級債券基金Ａ－人民累,穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,1.22,0.84,-0.1,-0.35,-0.04,0.23億(),2020/5/28,0.78,1.03,2.81,0.51,4.84,9.6,9.33,
7B11,台新新興短期非投資等級債券基金Ｂ－人月現(本基金之配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,1.22,0.84,-0.1,-0.35,-0.03,0.14億(),2020/5/28,0.78,1.03,2.82,0.51,4.83,9.6,9.43,
7B12,台新中國政策趨勢基金－美元累積,積極型,美元,中國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,14.71,0.09,0.49,-0.64,-0.03,0.83億(),2021/9/27,3.38,-1.53,3.46,1.56,5,-15.72,-43.36,
7B13,台新中國政策趨勢基金－人民幣累積,積極型,人民幣,中國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,15.87,0.1,0.56,-1.31,-0.07,0.24億(),2021/9/27,2.99,-1.74,5.2,0.14,5.51,-11.12,-35.19,
7B14,台新ＥＳＧ環保愛地球成長基金－美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.85,0.12,1.25,-0.11,-0.01,3.94億(),2021/8/4,0.56,-0.17,-0.96,2.67,5.88,0.76,-6.85,
7B15,台新ＥＳＧ環保愛地球成長基金－人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,12.61,0.13,1.13,-0.79,-0.07,0.93億(),2021/8/4,-0.9,-0.41,0.68,1.2,6.37,6.04,6.58,
7B16,台新ＥＳＧ環保愛地球成長基金－澳幣累積,穩健型,澳幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,9.29,0.23,0.6,-0.99,-0.09,0.60億(),2021/8/4,-2.7,1.46,4.39,-0.74,8.36,8.31,4.45,
7C01,復華南非幣短期收益基金－Ａ不配息,穩健型,南非幣,南非,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,無,2.81,0.84,0.39,-0.05,-0.01,5.53億(),2012/12/11,0.38,1.25,3.6,0.57,9.72,18.18,22.66,37.98
7C02,復華南非幣短期收益基金－Ｂ月配現(本基金之配息來源可能為本金),穩健型,南非幣,南非,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,2.77,0.85,0.39,0,0,1.06億(),2012/12/11,0.37,1.23,3.58,0.53,9.74,18.19,22.65,38.03
7C03,復華南非幣長期收益基金－Ａ不配息,積極型,南非幣,南非,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,無,9.9,0.47,1.2,-0.18,-0.04,1.40億(),2012/12/11,-0.59,-0.14,4.82,-0.91,18.13,24.13,21.97,49.35
7C04,復華南非幣長期收益基金－Ｂ月配現(本基金之配息來源可能為本金),積極型,南非幣,南非,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,9.82,0.47,1.17,-0.13,-0.01,4.94億(),2012/12/11,-0.56,-0.07,4.88,-0.86,18.17,24.23,22.16,49.46
7C06,復華新興市場非投資等級債券基金－南非月配(本基金主要係投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,5.83,0.37,1.1,0.45,0.04,0.13億(),2014/10/20,3.53,2.66,2.06,3.62,8.9,19.09,11.21,9.47
7D01,台新新興短期非投資等級債券基金Ｎ－月配現(本基金之配息來源可能為本金),穩健型,台幣,新興市場,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,1.5,0.85,-0.12,0.12,0.01,0.47億(),2020/5/28,0.94,1.38,2.99,1.09,5.74,9.26,7.84,
7D02,台新北美收益資產證券化基金ＮＢ－月配現(本基金之配息來源可能為本金),穩健型,台幣,北美,國內,不動產證券化型,國內-不動產證券化型,月配,11.49,0.23,0.73,0.42,0.06,3.54億(),2020/9/28,2.33,-1.5,1.29,2.79,10.2,5.61,4.32,
7D03,台新中國政策趨勢基金Ｎ－累積,積極型,台幣,中國,國內,跨國投資股票型單一國家,國內-跨國投資股票型單一國家,無,14.91,0.17,0.52,-0.54,-0.03,0.06億(),2021/9/27,3.35,-0.71,5.9,1.46,9.23,-9,-33.33,
7D04,台新ＥＳＧ環保愛地球成長基金Ｎ－累積,穩健型,台幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,11.6,0.23,1.03,0,0,0.11億(),2021/8/4,0.11,0.76,1.54,2.67,10.26,8.71,9.61,
700,新光美國豐收平衡基金－Ａ美元累積型(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,美國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,無,4.65,0.17,0.36,0.08,0.01,5.59億(),2016/3/17,1.28,0.94,0.08,1.37,3.94,7.43,-2.79,-2.63
7000,新光美國豐收平衡基金－Ｂ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,美國,國內,股票債券平衡型跨國投資型,國內-股票債券平衡型跨國投資型,月配,4.76,0.17,0.38,0.11,0.01,0.02億(),2016/3/17,1.31,0.94,0.13,1.4,4.02,7.43,-2.72,-2.53
70000,新光全球ＡＩ新創產業基金－美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.6,0.31,0.58,-1.36,-0.27,16.34億(),2018/12/4,-0.66,4.76,9.82,1.98,20.28,53.61,15.87,64.04
700000,新光全球ＡＩ新創產業基金－人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,18.57,0.31,0.58,-1.56,-0.33,0.18億(),2018/12/4,-1.47,5.14,11.8,1.56,21.43,62.38,33.06,70.2
7000000,新光全球特別股收益基金－Ａ美元累積型,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,6.92,-0.03,0.61,-0.45,-0.05,1.68億(),2019/7/11,-0.63,-0.63,-1.08,0.46,0.27,6.06,-3.33,6.78
7000000000,新光新興富域國家債券基金－美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.72,0.06,1.53,0.06,0,0.44億(),2020/1/21,1.78,-0.2,-3.42,1.31,2.62,4.41,-11.44,-11.41
70000000000,新光恆生科技指數基金－美元累積,積極型,美元,香港,國內,跨國投資指數型,國內-跨國投資指數型,無,39.9,0.38,1.3,-2.8,-0.15,2.26億(),2021/1/25,17.65,18.99,47.73,18.72,57.58,19.27,-5.63,
7E+11,新光恆生科技指數基金－人民幣累積,積極型,人民幣,香港,國內,跨國投資指數型,國內-跨國投資指數型,無,39.74,0.38,1.28,-2.99,-0.18,0.95億(),2021/1/25,16.8,19.67,50.13,18.22,59.13,26.41,8.35,
7E+12,新光全球生技醫療基金－美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.27,-0.09,1.06,0.26,0.04,5.55億(),2016/8/1,5.26,3.42,-8.49,7.16,-4.1,0.06,3.21,21.99
7F01,富蘭克林華美特別股收益基金－ＮＢ美元月配(本基金之配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.68,0.01,0.55,0,0,5.10億(),2018/4/9,0.45,-0.22,0.38,1.58,1.24,4.31,0.34,4.7
7F02,富蘭克林華美特別股收益基金─ＮＢ人幣月配(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.23,-0.07,0.5,-0.45,-0.03,2.71億(),2018/4/9,-0.58,-0.68,-0.14,0.47,-0.48,0.69,-3.66,3.54
7F03,富蘭克林華美特別股收益基金─ＮＢ南幣月配(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,6.3,0.1,0.5,-0.13,-0.01,0.82億(),2018/4/9,0.66,0.52,1.62,1.86,3.29,9.67,9.59,21.86
7F04,富蘭克林華美新興國家固定收益基金ＮＢ美現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,8.02,0,1.19,0.38,0.01,4.58億(),2019/4/9,2.93,0.8,-2.12,3.4,0.93,10.68,-7.16,-16.63
7F05,富蘭克林華美新興國家固定收益基金ＮＢ人現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,人民幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.46,-0.06,1.06,0.27,0.01,0.99億(),2019/4/9,2.66,0.57,-2.73,3.11,-0.71,7.82,-10.43,-17.06
7F06,富蘭克林華美新興國家固定收益基金ＮＢ南現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,南非幣,新興市場,國內,債券型海外債券投資等級全球新興市場,國內-債券型海外債券投資等級全球新興市場,月配,7.17,0.07,0.97,0.26,0.01,1.20億(),2019/4/9,2.96,1.56,-0.66,3.49,2.75,16.42,1.45,-1.5
7F07,富蘭克林華美全球非投資等級債ＮＣ美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,3.47,0.44,0.87,0.21,0.02,2.49億(),2019/5/3,1.1,1.23,1.51,1.39,6.62,16.86,9.91,12.41
7F08,富蘭克林華美全球非投資等級債ＮＣ人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.85,0.37,0.71,-0.06,0,4.06億(),2019/4/10,0.03,0.8,1.7,0.35,4.96,13,6.52,10.15
7F09,富蘭克林華美全球非投資等級債券ＮＣ南月現(本基金之配息來源可能為本金),穩健型,南非幣,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.99,0.51,0.51,0.16,0.01,0.46億(),2019/5/31,1.31,1.95,2.93,1.69,6.68,21.32,19.52,32.22
7F10,富蘭克林華美中國Ａ股基金Ｎ人民幣累積,積極型,人民幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.86,0.24,0.44,-0.57,-0.06,0.38億(),2019/4/12,1.75,1.26,7.19,-0.1,12.38,-6.7,-21.74,-15.94
7F11,富蘭克林華美中國Ａ股基金Ｎ美元累積,積極型,美元,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,12.62,0.25,0.38,0.1,0.01,0.20億(),2019/11/13,2.11,1.47,5.33,1.25,11.89,-11.59,-31.62,-18.3
7F12,富蘭克林華美中國Ａ股基金Ｎ南非幣累積,積極型,南非幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,13.68,0.16,0.42,-0.87,-0.11,0.32億(),2019/9/2,0.96,2.7,8.46,-1.41,8.46,-10.35,-17.1,-0.48
7F13,富蘭克林華美全球投資級債券基金ＮＢ美月現(本基金之配息來源可能為本金),保守型,美元,全球,國內,債券型海外債券投資等級,國內-債券型海外債券投資等級,月配,4.76,0.16,0.98,0.14,0.01,0.37億(),2020/11/12,1.03,0.49,-1.31,0.88,3.72,5.3,-3.76,
7F14,富蘭克林華美ＡＩ新科技基金－Ｎ美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.46,0.39,1.31,-0.85,-0.12,3.27億(),2020/12/3,-0.64,2.13,6.58,1.09,25.84,78.82,42.43,
7F15,富蘭克林華美ＡＩ新科技基金－Ｎ人民幣累積,積極型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,18.23,0.38,1.19,-1.53,-0.24,1.12億(),2020/12/3,-2.03,1.92,8.29,-0.32,26.39,88.28,62.83,
7F16,富蘭克林華美ＡＩ新科技基金－Ｎ南非幣累積,積極型,南非幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.51,0.4,0.68,-1.81,-0.31,0.81億(),2020/12/3,-2.77,3.44,9.63,-1.63,22.1,81.77,72.64,
7F17,富蘭克林華美生技基金－Ｎ美元累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,16.92,-0.1,0.87,0.91,0.11,0.13億(),2022/5/19,4.02,0,-7.39,3.23,-5.67,10.15,,
7F18,富蘭克林華美生技基金－Ｎ人民幣累積,穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.96,-0.11,0.76,0.23,0.03,0.06億(),2022/5/19,2.59,-0.15,-5.84,1.87,-5.23,15.88,,
7F19,富蘭克林華美生技基金－Ｎ南非幣累積,穩健型,南非幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,13.51,-0.2,0.57,-0.07,-0.01,0.06億(),2022/5/19,1.88,1.29,-4.6,0.57,-8.44,12.08,,
7F20,富蘭克林華美新世界股票基金美元Ｎ累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,17.01,0.44,1.23,-1.03,-0.14,0.02億(),2020/11/13,0.15,4.6,8.85,2.13,29.19,60.79,13.55,
7F21,富蘭克林華美全球醫療保健基金美元Ｎ累積,穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,無,14.2,0,1,0.27,0.02,0.08億(),2020/11/11,4.91,2.33,-9,6.1,0.27,9.84,-5.79,
7F22,富蘭克林華美全球基礎建設收益基金Ｎ美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,12.33,0.19,0.97,-0.1,-0.01,0.12億(),2024/1/31,1.26,-0.9,2.07,2.84,8.96,,,
7F23,富蘭克林華美全球基礎建設收益基金Ｎ人月現(本基金之配息來源可能為本金),穩健型,人民幣,全球,國內,跨國投資股票型全球市場,國內-跨國投資股票型全球市場,月配,10.86,0.22,0.86,-0.85,-0.09,0.05億(),2024/1/31,-0.27,-1.16,3.64,1.36,9.27,,,
7F24,富蘭克林華美優選非投資等級債基金Ｎ美月現(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,,,,0.11,0.01,1.19億(),2024/3/27,0.85,1.06,2.17,1.21,,,,
7F25,富蘭克林華美多重資產收益基金Ｎ美元累積(本基金有相當比重投資於非投資等級之高風險債券),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,無,,,,,,(),,,,,,,,,
7F26,富蘭克林華美多重資產收益基金Ｎ美元月配現(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),穩健型,美元,全球,國內,多重資產型,國內-多重資產型,月配,,,,-0.49,-0.05,(),2025/2/10,,,,0,,,,
7G01,兆豐人民幣貨幣市場基金,保守型,人民幣,全球,國內,海外貨幣市場型,國內-海外貨幣市場型,無,0.08,3.38,0,0.01,0,4.10億(),2014/3/20,0.17,0.48,0.95,0.28,2.13,4.41,6.8,11.4
7G03,兆豐中國Ａ股基金－人民幣,積極型,人民幣,中國,國內,跨國投資股票型區域型,國內-跨國投資股票型區域型,無,19.43,0.17,0.69,-0.57,-0.09,5.72億(),2017/1/16,1.22,-0.94,8.04,-2.12,11.4,-8.97,-16.64,-2.6
7H01,野村環球非投資等級債券基金─累積型美元(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,無,2.75,0.53,0.62,0.11,0.01,0.13億(),2013/11/26,0.12,0.65,2.77,-0.1,6.36,15.72,8.9,8.83
7H02,野村環球非投資等級債券基金─月配現美元(本基金之配息來源可能為本金),穩健型,美元,全球,國內,債券型非投資等級債券型,國內-債券型非投資等級債券型,月配,2.75,0.52,0.62,0.1,0.01,0.41億(),2013/11/26,0.13,0.64,2.73,-0.1,6.32,15.68,8.81,8.76
